State,Year,Quarter,District,No_of_Regusers,No_of_AppOpen
odisha,2019,1,deogarh district,15760,0
odisha,2019,1,sundargarh district,198716,0
odisha,2019,1,jagatsinghapur district,138170,0
odisha,2019,1,balangir district,103334,0
odisha,2019,1,baleshwar district,271095,0
odisha,2019,1,puri district,195690,0
odisha,2019,1,sonepur district,46710,0
odisha,2019,1,khordha district,745457,0
odisha,2019,1,boudh district,27059,0
odisha,2019,1,gajapati district,29177,0
odisha,2019,1,nayagarh district,95412,0
odisha,2019,1,nabarangpur district,31360,0
odisha,2019,1,kendrapara district,128331,0
odisha,2019,1,cuttack district,372513,0
odisha,2019,2,rayagada district,72305,495755
odisha,2019,2,koraput district,81022,495742
odisha,2019,2,malkangiri district,22415,118642
odisha,2019,2,sambalpur district,135529,883414
odisha,2019,2,kalahandi district,101439,594930
odisha,2019,2,anugul district,169261,1111495
odisha,2019,2,ganjam district,373530,2473198
odisha,2019,2,jajapur district,260311,1846911
odisha,2019,2,bargarh district,108642,590814
odisha,2019,2,dhenkanal district,137527,892725
odisha,2019,2,bhadrak district,187084,1241073
odisha,2019,2,nuapada district,31028,169508
odisha,2019,2,kendujhar district,188657,1240564
odisha,2019,2,mayurbhanj district,160372,914245
odisha,2019,2,jharsuguda district,96854,666626
odisha,2019,2,kandhamal district,37163,224490
odisha,2019,2,deogarh district,18095,115108
odisha,2019,2,sundargarh district,226776,1387389
odisha,2019,2,jagatsinghapur district,153830,978199
odisha,2019,2,balangir district,117914,675453
odisha,2019,2,baleshwar district,299757,1895403
odisha,2019,2,puri district,217206,1311018
odisha,2019,2,sonepur district,51948,322469
odisha,2019,2,khordha district,826007,7930262
odisha,2019,2,boudh district,30269,181501
odisha,2019,2,gajapati district,34063,228235
odisha,2019,2,nayagarh district,106745,714824
odisha,2019,2,nabarangpur district,37091,215008
odisha,2019,2,kendrapara district,144710,977239
odisha,2019,2,cuttack district,417809,3063305
odisha,2019,3,rayagada district,81196,1883106
odisha,2019,3,koraput district,90678,1770193
odisha,2019,3,malkangiri district,25857,446171
odisha,2019,3,sambalpur district,149742,3503548
odisha,2019,3,kalahandi district,112424,2118541
odisha,2019,3,anugul district,187022,4028738
odisha,2019,3,ganjam district,414068,8383336
odisha,2019,3,jajapur district,290776,6991225
odisha,2019,3,bargarh district,119622,1973668
odisha,2019,3,dhenkanal district,150597,3279953
odisha,2019,3,bhadrak district,208757,4377167
odisha,2019,3,nuapada district,34914,568521
odisha,2019,3,kendujhar district,208218,4496490
odisha,2019,3,mayurbhanj district,176327,3166440
odisha,2019,3,jharsuguda district,106457,2336777
odisha,2019,3,kandhamal district,41900,795760
odisha,2019,3,deogarh district,19720,385807
odisha,2019,3,sundargarh district,253356,5131770
odisha,2019,3,jagatsinghapur district,171851,3598002
odisha,2019,3,balangir district,130092,2336121
odisha,2019,3,baleshwar district,329289,7191498
odisha,2019,3,puri district,247141,5911543
odisha,2019,3,sonepur district,56059,1076619
odisha,2019,3,khordha district,916565,33532118
odisha,2019,3,boudh district,33031,649830
odisha,2019,3,gajapati district,38597,854904
odisha,2019,3,nayagarh district,118109,2576604
odisha,2019,3,nabarangpur district,41265,760438
odisha,2019,3,kendrapara district,160728,3266982
odisha,2019,3,cuttack district,472851,12789586
odisha,2019,4,rayagada district,92855,2572175
odisha,2019,4,koraput district,102837,2326008
odisha,2019,4,malkangiri district,31023,632262
odisha,2019,4,sambalpur district,168622,4708646
odisha,2019,4,kalahandi district,129224,3046813
odisha,2019,4,anugul district,211167,5740433
odisha,2019,4,ganjam district,469522,12099189
odisha,2019,4,jajapur district,332074,10791411
odisha,2019,4,bargarh district,136729,3019216
odisha,2019,4,dhenkanal district,170565,5199811
odisha,2019,4,bhadrak district,243586,7595626
odisha,2019,4,nuapada district,40688,821156
odisha,2019,4,kendujhar district,234041,6256026
odisha,2019,4,mayurbhanj district,203618,4795515
odisha,2019,4,jharsuguda district,117987,3043576
odisha,2019,4,kandhamal district,48304,1084664
odisha,2019,4,deogarh district,22648,574934
odisha,2019,4,sundargarh district,284913,6637700
odisha,2019,4,jagatsinghapur district,197964,5466695
odisha,2019,4,balangir district,148963,3375561
odisha,2019,4,baleshwar district,377976,13408306
odisha,2019,4,puri district,285955,8659610
odisha,2019,4,sonepur district,62975,1776783
odisha,2019,4,khordha district,1014134,44567691
odisha,2019,4,boudh district,37879,1013838
odisha,2019,4,gajapati district,44569,1166530
odisha,2019,4,nayagarh district,135006,4436958
odisha,2019,4,nabarangpur district,48075,1054713
odisha,2019,4,kendrapara district,186668,5492952
odisha,2019,4,cuttack district,534970,18540921
odisha,2020,1,rayagada district,103064,3025726
odisha,2020,1,koraput district,113919,2622470
odisha,2020,1,malkangiri district,36017,810134
odisha,2020,1,sambalpur district,183534,4724765
odisha,2020,1,kalahandi district,142961,3197740
odisha,2020,1,anugul district,228339,5485228
odisha,2020,1,ganjam district,512643,12390552
odisha,2020,1,jajapur district,359087,9687172
odisha,2020,1,bargarh district,150139,2865892
odisha,2020,1,dhenkanal district,184164,4758117
odisha,2020,1,bhadrak district,265259,6416683
odisha,2020,1,nuapada district,46063,928386
odisha,2020,1,kendujhar district,253988,6031627
odisha,2020,1,mayurbhanj district,223893,4509442
odisha,2020,1,jharsuguda district,127804,3176128
odisha,2020,1,kandhamal district,53868,1143401
odisha,2020,1,deogarh district,25015,588130
odisha,2020,1,sundargarh district,313040,7099354
odisha,2020,1,jagatsinghapur district,216687,5184722
odisha,2020,1,balangir district,164257,3439280
odisha,2020,1,baleshwar district,410789,9737201
odisha,2020,1,puri district,311477,7876252
odisha,2020,1,sonepur district,68480,1509358
odisha,2020,1,khordha district,1083466,40264249
odisha,2020,1,boudh district,41238,931633
odisha,2020,1,gajapati district,49762,1430994
odisha,2020,1,nayagarh district,145821,3586937
odisha,2020,1,nabarangpur district,54715,1277587
odisha,2020,1,kendrapara district,205010,5058749
odisha,2020,1,cuttack district,578471,16160713
odisha,2020,2,rayagada district,114240,2859051
odisha,2020,2,koraput district,126636,2588267
odisha,2020,2,malkangiri district,41696,882743
odisha,2020,2,sambalpur district,201035,3888601
odisha,2020,2,kalahandi district,160811,3389921
odisha,2020,2,anugul district,248700,5337471
odisha,2020,2,ganjam district,560047,11974700
odisha,2020,2,jajapur district,387797,9254465
odisha,2020,2,bargarh district,167531,3024771
odisha,2020,2,dhenkanal district,200973,4661195
odisha,2020,2,bhadrak district,289015,6485760
odisha,2020,2,nuapada district,53151,1077096
odisha,2020,2,kendujhar district,277734,5986548
odisha,2020,2,mayurbhanj district,247446,4440857
odisha,2020,2,jharsuguda district,140220,3167223
odisha,2020,2,kandhamal district,61330,1296520
odisha,2020,2,deogarh district,28252,638794
odisha,2020,2,sundargarh district,346937,6566112
odisha,2020,2,jagatsinghapur district,236758,5379176
odisha,2020,2,balangir district,183430,3519674
odisha,2020,2,baleshwar district,445299,8652777
odisha,2020,2,puri district,338770,7420337
odisha,2020,2,sonepur district,75331,1530473
odisha,2020,2,khordha district,1152010,23751632
odisha,2020,2,boudh district,45662,940501
odisha,2020,2,gajapati district,55642,1371800
odisha,2020,2,nayagarh district,157747,3696555
odisha,2020,2,nabarangpur district,62742,1303051
odisha,2020,2,kendrapara district,226451,5599454
odisha,2020,2,cuttack district,624922,13997247
odisha,2020,3,rayagada district,126410,3762788
odisha,2020,3,koraput district,141282,3437166
odisha,2020,3,malkangiri district,47520,1095975
odisha,2020,3,sambalpur district,219120,5114268
odisha,2020,3,kalahandi district,178315,4193630
odisha,2020,3,anugul district,270460,6884775
odisha,2020,3,ganjam district,611699,16162114
odisha,2020,3,jajapur district,417525,11824235
odisha,2020,3,bargarh district,184711,3628788
odisha,2020,3,dhenkanal district,218003,5681950
odisha,2020,3,bhadrak district,314312,8166867
odisha,2020,3,nuapada district,59403,1258669
odisha,2020,3,kendujhar district,302384,7716764
odisha,2020,3,mayurbhanj district,270844,5578497
odisha,2020,3,jharsuguda district,152813,4003243
odisha,2020,3,kandhamal district,69124,1578514
odisha,2020,3,deogarh district,31745,770291
odisha,2020,3,sundargarh district,381666,8667464
odisha,2020,3,jagatsinghapur district,257975,6866006
odisha,2020,3,balangir district,201628,4376520
odisha,2020,3,baleshwar district,481741,11256058
odisha,2020,3,puri district,369877,9556331
odisha,2020,3,sonepur district,81435,1721885
odisha,2020,3,khordha district,1232760,37649694
odisha,2020,3,boudh district,49769,1111802
odisha,2020,3,gajapati district,62087,1854939
odisha,2020,3,nayagarh district,170588,4500388
odisha,2020,3,nabarangpur district,70877,1618683
odisha,2020,3,kendrapara district,249580,7165704
odisha,2020,3,cuttack district,676102,18393658
odisha,2020,4,rayagada district,139714,5150470
odisha,2020,4,koraput district,157029,4690755
odisha,2020,4,malkangiri district,54166,1432194
odisha,2020,4,sambalpur district,238826,6917790
odisha,2020,4,kalahandi district,196340,5296877
odisha,2020,4,anugul district,293242,8883260
odisha,2020,4,ganjam district,669973,21285202
odisha,2020,4,jajapur district,451339,15145332
odisha,2020,4,bargarh district,202272,4624350
odisha,2020,4,dhenkanal district,236599,7290490
odisha,2020,4,bhadrak district,342034,10037935
odisha,2020,4,nuapada district,66020,1553389
odisha,2020,4,kendujhar district,328498,10002591
odisha,2020,4,mayurbhanj district,295929,7049868
odisha,2020,4,jharsuguda district,166109,5191792
odisha,2020,4,kandhamal district,77202,2083608
odisha,2020,4,deogarh district,34813,953637
odisha,2020,4,sundargarh district,418311,11577951
odisha,2020,4,jagatsinghapur district,280051,8638789
odisha,2020,4,balangir district,221229,5584366
odisha,2020,4,baleshwar district,520429,13732431
odisha,2020,4,puri district,402457,12511428
odisha,2020,4,sonepur district,88176,2109317
odisha,2020,4,khordha district,1323794,53302329
odisha,2020,4,boudh district,54203,1368082
odisha,2020,4,gajapati district,69150,2495923
odisha,2020,4,nayagarh district,184916,5735089
odisha,2020,4,nabarangpur district,79855,2148731
odisha,2020,4,kendrapara district,273289,8654637
odisha,2020,4,cuttack district,732786,24636680
odisha,2021,1,rayagada district,150744,5877848
odisha,2021,1,koraput district,169607,5295303
odisha,2021,1,malkangiri district,59019,1655456
odisha,2021,1,sambalpur district,256784,8185242
odisha,2021,1,kalahandi district,211780,6105047
odisha,2021,1,anugul district,315065,9789441
odisha,2021,1,ganjam district,721311,22659997
odisha,2021,1,jajapur district,484003,16338718
odisha,2021,1,bargarh district,217540,5256946
odisha,2021,1,dhenkanal district,253469,8034030
odisha,2021,1,bhadrak district,366825,10503983
odisha,2021,1,nuapada district,71558,1824578
odisha,2021,1,kendujhar district,352967,10953093
odisha,2021,1,mayurbhanj district,318465,7758426
odisha,2021,1,jharsuguda district,178481,5914718
odisha,2021,1,kandhamal district,83432,2180242
odisha,2021,1,deogarh district,37397,1031539
odisha,2021,1,sundargarh district,450776,12987159
odisha,2021,1,jagatsinghapur district,300122,9094056
odisha,2021,1,balangir district,238380,6473331
odisha,2021,1,baleshwar district,557273,14507340
odisha,2021,1,puri district,431553,13992697
odisha,2021,1,sonepur district,94551,2395249
odisha,2021,1,khordha district,1415897,63590946
odisha,2021,1,boudh district,58177,1553860
odisha,2021,1,gajapati district,74629,2771507
odisha,2021,1,nayagarh district,198238,5903431
odisha,2021,1,nabarangpur district,86833,2514529
odisha,2021,1,kendrapara district,293287,8928474
odisha,2021,1,cuttack district,784846,27238288
odisha,2021,2,rayagada district,161874,11968717
odisha,2021,2,koraput district,182181,12614422
odisha,2021,2,malkangiri district,63880,5010275
odisha,2021,2,sambalpur district,275001,11542753
odisha,2021,2,kalahandi district,227704,12075656
odisha,2021,2,anugul district,338114,13461863
odisha,2021,2,ganjam district,772409,27608178
odisha,2021,2,jajapur district,518570,15539082
odisha,2021,2,bargarh district,233243,9225430
odisha,2021,2,dhenkanal district,271626,11854300
odisha,2021,2,bhadrak district,392928,10893119
odisha,2021,2,nuapada district,77158,4903840
odisha,2021,2,kendujhar district,379263,19018016
odisha,2021,2,mayurbhanj district,342898,14693303
odisha,2021,2,jharsuguda district,191043,6410583
odisha,2021,2,kandhamal district,89548,5961388
odisha,2021,2,deogarh district,40332,3282902
odisha,2021,2,sundargarh district,482937,18200575
odisha,2021,2,jagatsinghapur district,321155,8665991
odisha,2021,2,balangir district,256186,12318530
odisha,2021,2,baleshwar district,596366,14433914
odisha,2021,2,puri district,462146,13385190
odisha,2021,2,sonepur district,101584,4584965
odisha,2021,2,khordha district,1511068,41038670
odisha,2021,2,boudh district,62600,3741556
odisha,2021,2,gajapati district,80263,6162465
odisha,2021,2,nayagarh district,212420,8448067
odisha,2021,2,nabarangpur district,93780,7567759
odisha,2021,2,kendrapara district,313828,9803145
odisha,2021,2,cuttack district,838924,23161840
odisha,2021,3,rayagada district,174728,16760831
odisha,2021,3,koraput district,196851,19367873
odisha,2021,3,malkangiri district,69669,7180765
odisha,2021,3,sambalpur district,296251,15869804
odisha,2021,3,kalahandi district,246601,17464237
odisha,2021,3,anugul district,364818,17878073
odisha,2021,3,ganjam district,831869,33950452
odisha,2021,3,jajapur district,558822,19161874
odisha,2021,3,bargarh district,252144,13182847
odisha,2021,3,dhenkanal district,292800,15108969
odisha,2021,3,bhadrak district,423068,13467683
odisha,2021,3,nuapada district,83716,7525872
odisha,2021,3,kendujhar district,410049,25107639
odisha,2021,3,mayurbhanj district,371425,20700116
odisha,2021,3,jharsuguda district,205663,8885748
odisha,2021,3,kandhamal district,96862,9090971
odisha,2021,3,deogarh district,43737,4653968
odisha,2021,3,sundargarh district,520155,25326483
odisha,2021,3,jagatsinghapur district,345234,10720210
odisha,2021,3,balangir district,277146,17707579
odisha,2021,3,baleshwar district,641826,18593887
odisha,2021,3,puri district,497069,17210743
odisha,2021,3,sonepur district,109924,6096184
odisha,2021,3,khordha district,1618171,54826366
odisha,2021,3,boudh district,67782,5211233
odisha,2021,3,gajapati district,86765,8993662
odisha,2021,3,nayagarh district,228677,10186197
odisha,2021,3,nabarangpur district,102244,11629745
odisha,2021,3,kendrapara district,337718,11487316
odisha,2021,3,cuttack district,900706,29532377
odisha,2021,4,rayagada district,187562,11692290
odisha,2021,4,koraput district,211160,12137241
odisha,2021,4,malkangiri district,75114,3760894
odisha,2021,4,sambalpur district,317259,15914880
odisha,2021,4,kalahandi district,264773,12924135
odisha,2021,4,anugul district,390981,17480548
odisha,2021,4,ganjam district,889686,43221176
odisha,2021,4,jajapur district,598043,31222102
odisha,2021,4,bargarh district,270113,11531339
odisha,2021,4,dhenkanal district,313502,14877091
odisha,2021,4,bhadrak district,452384,20733469
odisha,2021,4,nuapada district,90146,4390762
odisha,2021,4,kendujhar district,440078,21635153
odisha,2021,4,mayurbhanj district,399076,15901243
odisha,2021,4,jharsuguda district,220010,11963212
odisha,2021,4,kandhamal district,103926,4452108
